animal	Heat	trtgrp	time
7	3.5	1	453
7	2.72	1	460.5
7	2.6	1	468
7	2.44	1	475.5
7	2.57	1	481.5
7	2.54	1	489
7	2.48	1	496.5
7	2.59	1	504
7	2.86	1	511.5
7	2.52	1	517.5
7	2.3	1	525
7	2.52	1	532.5
7	2.38	1	540
7	3.17	1	547.5
7	3.23	1	553.5
7	3.24	1	561
7	3.04	1	568.5
7	2.91	1	576
7	2.72	1	583.5
7	3.37	1	589.5
7	2.82	1	597
7	3.33	1	604.5
7	3.16	1	612
7	2.62	1	619.5
7	2.63	1	625.5
7	2.85	1	633
7	3.14	1	640.5
7	2.48	1	648
7	2.31	1	655.5
7	2.35	1	661.5
7	2.39	1	669
7	2.95	1	676.5
7	3.23	1	684
7	3.2	1	691.5
7	3.38	1	697.5
7	2.78	1	705
7	2.52	1	712.5
7	2.37	1	720
7	2.31	1	727.5
7	2.25	1	733.5
7	2.35	1	741
7	2.18	1	748.5
7	2.16	1	756
7	2.24	1	763.5
7	2.23	1	769.5
7	2.13	1	777
7	2.21	1	784.5
7	2.12	1	792
7	2.17	1	799.5
7	1.97	1	805.5
7	2.27	1	813
7	2.04	1	820.5
7	2.14	1	828
7	2	1	835.5
7	2.04	1	841.5
7	2.4	1	849
7	2.46	1	856.5
7	2.13	1	864
7	2.07	1	871.5
7	1.98	1	877.5
7	2.17	1	885
7	2.25	1	892.5
7	2.66	1	900
7	2.88	1	907.5
7	3.21	1	913.5
7	3	1	921
7	3.02	1	928.5
7	2.5	1	936
7	2.26	1	943.5
7	2.13	1	949.5
7	2.19	1	957
7	2.11	1	964.5
7	2.26	1	972
7	2.1	1	979.5
7	2.24	1	985.5
7	2.25	1	993
7	2.24	1	1000.5
7	2.19	1	1008
7	2.09	1	1015.5
7	2.32	1	1021.5
7	2.27	1	1029
7	1.9	1	1036.5
7	2.17	1	1044
7	2.14	1	1051.5
7	2.1	1	1057.5
7	2.25	1	1065
7	2.14	1	1072.5
7	2.24	1	1080
7	2.04	1	1087.5
7	2.16	1	1093.5
7	2.53	1	1101
7	2.6	1	1108.5
7	3.19	1	1116
7	2.8	1	1123.5
7	2.89	1	1129.5
7	3.45	1	1137
7	3.09	1	1144.5
7	3.22	1	1152
7	2.9	1	1159.5
7	3.58	1	1165.5
7	3.67	1	1173
7	2.66	1	1180.5
7	2.39	1	1188
7	2.47	1	1195.5
7	2.55	1	1201.5
7	2.35	1	1209
7	2.36	1	1216.5
7	2.21	1	1224
7	2.13	1	1231.5
7	2.21	1	1237.5
7	2.25	1	1245
7	2.39	1	1252.5
7	2.15	1	1260
7	2.12	1	1267.5
7	2.24	1	1273.5
7	2.13	1	1281
7	2.27	1	1288.5
7	2.28	1	1296
7	3	1	1303.5
7	3.09	1	1309.5
7	3.15	1	1317
7	3.49	1	1324.5
7	3.7	1	1332
7	2.65	1	1339.5
7	2.45	1	1345.5
7	2.47	1	1353
7	2.4	1	1360.5
7	2.4	1	1368
7	2.34	1	1375.5
7	2.41	1	1381.5
7	2.24	1	1389
7	2.27	1	1396.5
7	2.44	1	1404
7	2.86	1	1411.5
7	3.21	1	1417.5
7	3.23	1	1425
7	3.22	1	1432.5
8	2.44	1	0
8	2.66	1	7.5
8	2.9	1	15
8	3.29	1	21
8	3.34	1	28.5
8	2.52	1	36
8	3.05	1	43.5
8	3.03	1	51
8	3.06	1	57
8	3.16	1	64.5
8	3.79	1	72
8	2.61	1	79.5
8	2.48	1	87
8	2.25	1	93
8	2.25	1	100.5
8	2.18	1	108
8	2.16	1	115.5
8	2.2	1	123
8	2.88	1	129
8	2.85	1	136.5
8	3.32	1	144
8	3.11	1	151.5
8	2.41	1	159
8	2.3	1	165
8	2.3	1	172.5
8	2.25	1	180
8	2.54	1	187.5
8	3.27	1	195
8	2.84	1	201
8	2.46	1	208.5
8	2.23	1	216
8	2.62	1	223.5
8	2.73	1	231
8	2.84	1	237
8	3.01	1	244.5
8	2.92	1	252
8	3.02	1	259.5
8	2.53	1	267
8	2.42	1	273
8	2.27	1	280.5
8	2.26	1	288
8	2.28	1	295.5
8	2.07	1	303
8	2.56	1	309
8	2.72	1	316.5
8	2.84	1	324
8	2.82	1	331.5
8	2.85	1	339
8	2.47	1	345
8	2.31	1	352.5
8	2.37	1	360
8	2.34	1	367.5
8	2.17	1	375
8	2.18	1	381
8	2.65	1	388.5
8	2.82	1	396
8	2.9	1	403.5
8	2.89	1	411
8	2.81	1	417
8	2.93	1	424.5
8	2.92	1	432
8	2.94	1	439.5
8	2.42	1	447
8	2.26	1	453
8	2.5	1	460.5
8	1.96	1	468
8	2.18	1	475.5
8	1.74	1	483
8	2.06	1	489
8	2.23	1	496.5
8	1.99	1	504
8	2.58	1	511.5
8	2.76	1	519
8	3.05	1	525
8	2.28	1	532.5
8	2.1	1	540
8	1.93	1	547.5
8	2.13	1	555
8	1.96	1	561
8	1.93	1	568.5
8	1.98	1	576
8	1.9	1	583.5
8	2.05	1	591
8	1.88	1	597
8	1.86	1	604.5
8	1.87	1	612
8	1.86	1	619.5
8	1.75	1	627
8	1.78	1	633
8	2.08	1	640.5
8	1.9	1	648
8	1.71	1	655.5
8	2.1	1	663
8	2.06	1	669
8	1.64	1	676.5
8	1.67	1	684
8	1.8	1	691.5
8	1.71	1	699
8	1.69	1	705
8	1.83	1	712.5
8	1.63	1	720
8	1.6	1	727.5
8	1.74	1	735
8	2.13	1	741
8	1.68	1	748.5
8	1.86	1	756
8	1.64	1	763.5
8	1.64	1	771
8	1.87	1	777
8	1.65	1	784.5
8	1.55	1	792
8	1.69	1	799.5
8	1.54	1	807
8	1.55	1	813
8	1.73	1	820.5
8	1.55	1	828
8	1.56	1	835.5
8	1.57	1	843
8	1.63	1	849
8	1.57	1	856.5
8	1.51	1	864
8	1.45	1	871.5
8	2.02	1	879
8	2.26	1	885
8	1.8	1	892.5
8	1.58	1	900
8	1.52	1	907.5
8	1.47	1	915
8	1.51	1	921
8	1.63	1	928.5
8	1.5	1	936
8	1.45	1	943.5
8	1.49	1	951
8	1.65	1	957
8	1.56	1	964.5
8	1.74	1	972
8	2.06	1	979.5
8	1.81	1	987
8	1.57	1	993
8	1.51	1	1000.5
8	1.57	1	1008
8	1.62	1	1015.5
8	1.45	1	1023
8	1.56	1	1029
8	1.68	1	1036.5
8	1.58	1	1044
8	1.43	1	1051.5
8	1.66	1	1059
8	1.9	1	1065
8	2.3	1	1072.5
8	1.87	1	1080
8	1.48	1	1087.5
8	1.7	1	1095
8	1.58	1	1101
8	1.69	1	1108.5
8	1.94	1	1116
8	1.93	1	1123.5
8	2.74	1	1131
8	2.54	1	1137
8	2.63	1	1144.5
8	2.59	1	1152
8	2.53	1	1159.5
8	2.68	1	1167
8	2.76	1	1173
8	3.02	1	1180.5
8	2.27	1	1188
8	2.08	1	1195.5
8	2.1	1	1203
8	2.04	1	1209
8	2.15	1	1216.5
8	2.88	1	1224
8	2.67	1	1231.5
8	3.26	1	1239
8	2.14	1	1245
8	2.16	1	1252.5
8	2.05	1	1260
8	1.79	1	1267.5
8	2.53	1	1275
8	2.81	1	1281
8	2.83	1	1288.5
8	2.55	1	1296
8	2.75	1	1303.5
8	2.29	1	1311
8	2.17	1	1317
8	2.12	1	1324.5
8	2.17	1	1332
8	2.04	1	1339.5
8	2.05	1	1347
8	2.14	1	1353
8	2.74	1	1360.5
8	2.94	1	1368
8	2.92	1	1375.5
8	2.35	1	1383
8	2.79	1	1389
8	2.9	1	1396.5
8	2.58	1	1404
8	2.23	1	1411.5
8	2.21	1	1419
8	2.11	1	1425
8	2.45	1	1432.5
9	2.54	1	0
9	2.43	1	7.5
9	2.65	1	15
9	2.66	1	22.5
9	2.48	1	28.5
9	2.43	1	36
9	2.47	1	43.5
9	2.42	1	51
9	2.45	1	58.5
9	2.74	1	64.5
9	2.9	1	72
9	3.16	1	79.5
9	3.18	1	87
9	3.29	1	94.5
9	3.42	1	100.5
9	3.44	1	108
9	3.26	1	115.5
9	2.71	1	123
9	2.55	1	130.5
9	2.54	1	136.5
9	2.85	1	144
9	2.47	1	151.5
9	2.44	1	159
9	2.45	1	166.5
9	2.42	1	172.5
9	2.92	1	180
9	3.37	1	187.5
9	2.78	1	195
9	3.45	1	202.5
9	3.32	1	208.5
9	3.3	1	216
9	2.76	1	223.5
9	2.59	1	231
9	2.58	1	238.5
9	2.59	1	244.5
9	2.51	1	252
9	2.39	1	259.5
9	2.7	1	267
9	3.18	1	274.5
9	3.25	1	280.5
9	3.27	1	288
9	3.36	1	295.5
9	3.38	1	303
9	3.52	1	310.5
9	2.77	1	316.5
9	2.62	1	324
9	2.59	1	331.5
9	2.62	1	339
9	2.51	1	346.5
9	3.44	1	352.5
9	3.33	1	360
9	3	1	367.5
9	2.44	1	375
9	2.45	1	382.5
9	2.52	1	388.5
9	2.34	1	396
9	2.43	1	403.5
9	2.38	1	411
9	2.68	1	418.5
9	2.79	1	424.5
9	3.07	1	432
9	3.26	1	439.5
9	3.4	1	447
9	3.64	1	454.5
9	3.39	1	460.5
9	3.42	1	468
9	3.1	1	475.5
9	2.71	1	483
9	2.64	1	490.5
9	2.6	1	496.5
9	2.34	1	504
9	2.41	1	511.5
9	2.56	1	519
9	3.21	1	526.5
9	2.87	1	532.5
9	2.98	1	540
9	3.25	1	547.5
9	3.27	1	555
9	2.97	1	562.5
9	2.8	1	568.5
9	3.77	1	576
9	2.69	1	583.5
9	2.41	1	591
9	2.57	1	598.5
9	2.48	1	604.5
9	2.43	1	612
9	2.68	1	619.5
9	2.54	1	627
9	2.34	1	634.5
9	2.25	1	640.5
9	2.28	1	648
9	2.46	1	655.5
9	2.43	1	663
9	2.34	1	670.5
9	2.35	1	676.5
9	2.12	1	684
9	2.32	1	691.5
9	2.11	1	699
9	2.38	1	706.5
9	2.2	1	712.5
9	2.11	1	720
9	2.38	1	727.5
9	2.18	1	735
9	2.82	1	742.5
9	2.73	1	748.5
9	2.65	1	756
9	2.76	1	763.5
9	3.06	1	771
9	3.05	1	778.5
9	2.24	1	784.5
9	2.07	1	792
9	2.34	1	799.5
9	2.18	1	807
9	2.14	1	814.5
9	2.19	1	820.5
9	2.25	1	828
9	2.1	1	835.5
9	1.99	1	843
9	2.04	1	850.5
9	1.97	1	856.5
9	2.02	1	864
9	1.77	1	871.5
9	2.05	1	879
9	1.93	1	886.5
9	1.85	1	892.5
9	2.04	1	900
9	1.93	1	907.5
9	1.81	1	915
9	2.22	1	922.5
9	2.03	1	928.5
9	2.59	1	936
9	2.12	1	943.5
9	2.01	1	951
9	1.85	1	958.5
9	1.91	1	964.5
9	1.97	1	972
9	1.87	1	979.5
9	2.09	1	987
9	2	1	994.5
9	1.9	1	1000.5
9	2.11	1	1008
9	1.78	1	1015.5
9	1.95	1	1023
9	1.92	1	1030.5
9	1.93	1	1036.5
9	1.75	1	1044
9	1.7	1	1051.5
9	1.85	1	1059
9	2.08	1	1066.5
9	1.96	1	1072.5
9	2.2	1	1080
9	2.28	1	1087.5
9	2.46	1	1095
9	2.27	1	1102.5
9	1.84	1	1108.5
9	2.56	1	1116
9	2.34	1	1123.5
9	2.92	1	1131
9	2.71	1	1138.5
9	2.6	1	1144.5
9	2.87	1	1152
9	2.91	1	1159.5
9	2.98	1	1167
9	2.49	1	1174.5
9	2.48	1	1180.5
9	2.18	1	1188
9	2.09	1	1195.5
9	2.26	1	1203
9	2.04	1	1210.5
9	2.13	1	1216.5
9	2.07	1	1224
9	2.22	1	1231.5
9	2.03	1	1239
9	2.05	1	1246.5
9	2.14	1	1252.5
9	2	1	1260
9	1.91	1	1267.5
9	2.11	1	1275
9	2.87	1	1282.5
9	2.89	1	1288.5
9	2.93	1	1296
9	3.11	1	1303.5
9	2.89	1	1311
9	3.36	1	1318.5
9	3.51	1	1324.5
9	3.34	1	1332
9	2.65	1	1339.5
9	2.58	1	1347
9	2.3	1	1354.5
9	2.32	1	1360.5
9	2.39	1	1368
9	2.87	1	1375.5
9	2.38	1	1383
9	2.39	1	1390.5
9	2.25	1	1396.5
9	2.32	1	1404
9	2.41	1	1411.5
9	2.74	1	1419
9	3.15	1	1426.5
9	3.27	1	1432.5
10	3.05	1	0
10	2.89	1	6
10	3.35	1	13.5
10	3.43	1	21
10	2.59	1	28.5
10	2.37	1	36
10	2.36	1	42
10	2.26	1	49.5
10	2.75	1	57
10	2.82	1	64.5
10	3.56	1	72
10	3.81	1	78
10	3.05	1	85.5
10	3.04	1	93
10	3.14	1	100.5
10	2.51	1	108
10	2.43	1	114
10	2.38	1	121.5
10	2.48	1	129
10	2.78	1	136.5
10	3.29	1	144
10	2.64	1	150
10	2.14	1	157.5
10	2.13	1	165
10	2.1	1	172.5
10	2.62	1	180
10	2.8	1	186
10	3.38	1	193.5
10	3.79	1	201
10	2.38	1	208.5
10	2.35	1	216
10	2.12	1	222
10	2.3	1	229.5
10	2.54	1	237
10	2.86	1	244.5
10	2.75	1	252
10	2.96	1	258
10	2.25	1	265.5
10	2.49	1	273
10	2.18	1	280.5
10	2.55	1	288
10	3.15	1	294
10	2.99	1	301.5
10	3.01	1	309
10	2.99	1	316.5
10	2.46	1	324
10	2.35	1	330
10	2.37	1	337.5
10	2.67	1	345
10	3.22	1	352.5
10	3.3	1	360
10	4.35	1	366
10	2.95	1	373.5
10	2.57	1	381
10	2.43	1	388.5
10	1.97	1	396
10	2.67	1	402
10	2.52	1	409.5
10	2.57	1	417
10	3.79	1	424.5
10	2.78	1	432
10	3.42	1	438
10	2.61	1	445.5
10	2.26	1	453
10	2.36	1	460.5
10	2.56	1	468
10	2.9	1	474
10	2.5	1	481.5
10	2.83	1	489
10	3.29	1	496.5
10	2.24	1	504
10	2.19	1	510
10	2.2	1	517.5
10	2.38	1	525
10	2.16	1	532.5
10	2.91	1	540
10	2.05	1	546
10	2.36	1	553.5
10	2.49	1	561
10	2.52	1	568.5
10	2.35	1	576
10	2.66	1	582
10	2.05	1	589.5
10	2.07	1	597
10	2.06	1	604.5
10	2.33	1	612
10	2.16	1	618
10	3.11	1	625.5
10	3.11	1	633
10	2.19	1	640.5
10	1.82	1	648
10	2.35	1	654
10	2.08	1	661.5
10	2.11	1	669
10	2.45	1	676.5
10	1.8	1	684
10	1.78	1	690
10	2.72	1	697.5
10	3.1	1	705
10	2.07	1	712.5
10	1.86	1	720
10	1.88	1	726
10	1.94	1	733.5
10	2.46	1	741
10	2.04	1	748.5
10	2.05	1	756
10	1.82	1	762
10	2.14	1	769.5
10	2.5	1	777
10	2.52	1	784.5
10	2.14	1	792
10	2.04	1	798
10	1.89	1	805.5
10	1.76	1	813
10	2.44	1	820.5
10	2.67	1	828
10	2.61	1	834
10	2.19	1	841.5
10	1.86	1	849
10	1.89	1	856.5
10	1.8	1	864
10	1.91	1	870
10	2	1	877.5
10	2.62	1	885
10	2.14	1	892.5
10	2.25	1	900
10	2.87	1	906
10	2.32	1	913.5
10	1.71	1	921
10	1.73	1	928.5
10	1.88	1	936
10	2.14	1	942
10	1.74	1	949.5
10	1.78	1	957
10	2.04	1	964.5
10	4.64	1	972
10	2.46	1	978
10	2.65	1	985.5
10	2.37	1	993
10	1.99	1	1000.5
10	2.03	1	1008
10	2.03	1	1014
10	2.11	1	1021.5
10	2.04	1	1029
10	2.14	1	1036.5
10	2.64	1	1044
10	2.58	1	1050
10	2.71	1	1057.5
10	2.42	1	1065
10	2.2	1	1072.5
10	2.08	1	1080
10	2.16	1	1086
10	2.18	1	1093.5
10	2.05	1	1101
10	2.03	1	1108.5
10	1.88	1	1116
10	2.57	1	1122
10	2.89	1	1129.5
10	2.68	1	1137
10	2.8	1	1144.5
10	3.63	1	1152
10	3.19	1	1158
10	2.62	1	1165.5
10	2.57	1	1173
10	2.31	1	1180.5
10	2.26	1	1188
10	2.2	1	1194
10	2.47	1	1201.5
10	2.69	1	1209
10	2.81	1	1216.5
10	2.66	1	1224
10	2.42	1	1230
10	2.25	1	1237.5
10	2.26	1	1245
10	2.32	1	1252.5
10	2.21	1	1260
10	2.28	1	1266
10	2.22	1	1273.5
10	2.37	1	1281
10	2.05	1	1288.5
10	1.98	1	1296
10	3.2	1	1302
10	3.21	1	1309.5
10	3.03	1	1317
10	3.4	1	1324.5
10	3.4	1	1332
10	2.99	1	1338
10	2.43	1	1345.5
10	2.26	1	1353
10	2.31	1	1360.5
10	2.26	1	1368
10	2.11	1	1374
10	2.2	1	1381.5
10	2.68	1	1389
10	2.83	1	1396.5
10	2.92	1	1404
10	2.84	1	1410
10	3.54	1	1417.5
10	3.56	1	1425
10	2.72	1	1432.5
11	3.58	1	0
11	3.35	1	6
11	3.27	1	13.5
11	3.89	1	21
11	3.14	1	28.5
11	4.15	1	36
11	3.9	1	42
11	4.15	1	49.5
11	3.42	1	57
11	3.28	1	64.5
11	3.15	1	72
11	3.82	1	78
11	3	1	85.5
11	2.85	1	93
11	2.76	1	100.5
11	2.66	1	108
11	2.66	1	114
11	2.53	1	121.5
11	3.2	1	129
11	2.97	1	136.5
11	3.31	1	144
11	3.43	1	150
11	3.58	1	157.5
11	3.33	1	165
11	3.54	1	172.5
11	3.1	1	180
11	3.52	1	186
11	3.52	1	193.5
11	4.19	1	201
11	3.71	1	208.5
11	2.95	1	216
11	2.73	1	222
11	2.59	1	229.5
11	2.59	1	237
11	2.47	1	244.5
11	2.88	1	252
11	2.6	1	258
11	2.6	1	265.5
11	2.39	1	273
11	2.45	1	280.5
11	3.03	1	288
11	3.06	1	294
11	3.32	1	301.5
11	2.81	1	309
11	2.57	1	316.5
11	2.5	1	324
11	2.55	1	330
11	2.43	1	337.5
11	2.53	1	345
11	2.52	1	352.5
11	2.37	1	360
11	2.61	1	366
11	2.11	1	373.5
11	2.31	1	381
11	2.5	1	388.5
11	3.05	1	396
11	2.91	1	402
11	3.08	1	409.5
11	3.21	1	417
11	2.73	1	424.5
11	2.18	1	432
11	2.34	1	438
11	2.53	1	445.5
11	2.36	1	453
11	2.28	1	460.5
11	2.23	1	468
11	2.32	1	474
11	2.8	1	481.5
11	2.33	1	489
11	2.44	1	496.5
11	2.28	1	504
11	2.28	1	510
11	2.92	1	517.5
11	2.99	1	525
11	3.44	1	532.5
11	2.96	1	540
11	2.32	1	546
11	2.52	1	553.5
11	2.19	1	561
11	2.29	1	568.5
11	2.25	1	576
11	2.31	1	582
11	2.25	1	589.5
11	2.17	1	597
11	2.13	1	604.5
11	2.51	1	612
11	2.51	1	618
11	2.16	1	625.5
11	2.8	1	633
11	2.75	1	640.5
11	2.28	1	648
11	2.01	1	654
11	2.16	1	661.5
11	2.25	1	669
11	2.19	1	676.5
11	2.11	1	684
11	2.14	1	690
11	2.31	1	697.5
11	2.18	1	705
11	2.17	1	712.5
11	2.48	1	720
11	2.67	1	726
11	2.75	1	733.5
11	2.9	1	741
11	2.51	1	748.5
11	2.14	1	756
11	2.28	1	762
11	2.24	1	769.5
11	2.23	1	777
11	2.62	1	784.5
11	2.62	1	792
11	2.23	1	798
11	2.08	1	805.5
11	2.92	1	813
11	2.55	1	820.5
11	2.85	1	828
11	2.39	1	834
11	2.26	1	841.5
11	2.58	1	849
11	2.97	1	856.5
11	3.15	1	864
11	2.68	1	870
11	2.34	1	877.5
11	2.23	1	885
11	2.22	1	892.5
11	2.3	1	900
11	2.15	1	906
11	2.23	1	913.5
11	2.24	1	921
11	2.45	1	928.5
11	2.24	1	936
11	2.32	1	942
11	2.23	1	949.5
11	2.2	1	957
11	2.65	1	964.5
11	3.39	1	972
11	2.75	1	978
11	3.03	1	985.5
11	3.07	1	993
11	2.9	1	1000.5
11	3.07	1	1008
11	2.52	1	1014
11	2.52	1	1021.5
11	2.27	1	1029
11	2.49	1	1036.5
11	2.41	1	1044
11	2.44	1	1050
11	2.34	1	1057.5
11	2.23	1	1065
11	2.18	1	1072.5
11	2.52	1	1080
11	2.6	1	1086
11	3.44	1	1093.5
11	3.09	1	1101
11	3.14	1	1108.5
11	3.1	1	1116
11	2.54	1	1122
11	2.73	1	1129.5
11	2.36	1	1137
11	2.37	1	1144.5
11	2.2	1	1152
11	2.49	1	1158
11	3.04	1	1165.5
11	3.18	1	1173
11	3.35	1	1180.5
11	3.3	1	1188
11	3.15	1	1194
11	3.4	1	1201.5
11	2.95	1	1209
11	3.22	1	1216.5
11	3.43	1	1224
11	3.07	1	1230
11	3.31	1	1237.5
11	2.74	1	1245
11	2.5	1	1252.5
11	2.73	1	1260
11	2.65	1	1266
11	2.39	1	1273.5
11	2.43	1	1281
11	2.84	1	1288.5
11	3.32	1	1296
11	2.64	1	1302
11	2.56	1	1309.5
11	2.4	1	1317
11	2.48	1	1324.5
11	2.49	1	1332
11	3.1	1	1338
11	3.21	1	1345.5
11	3.46	1	1353
11	3.36	1	1360.5
12	3.43	1	0
12	3.41	1	7.5
12	3.08	1	13.5
12	2.88	1	21
12	2.2	1	28.5
12	2.46	1	36
12	2.56	1	43.5
12	2.11	1	49.5
12	1.89	1	57
12	1.95	1	64.5
12	1.84	1	72
12	1.76	1	79.5
12	1.83	1	85.5
12	1.97	1	93
12	1.79	1	100.5
12	1.76	1	108
12	1.7	1	115.5
12	1.83	1	121.5
12	1.75	1	129
12	1.92	1	136.5
12	1.64	1	144
12	1.81	1	151.5
12	2.02	1	157.5
12	1.63	1	165
12	1.64	1	172.5
12	1.6	1	180
12	2.03	1	187.5
12	1.63	1	193.5
12	1.67	1	201
12	1.54	1	208.5
12	1.63	1	216
12	1.59	1	223.5
12	1.88	1	229.5
12	1.96	1	237
12	1.49	1	244.5
12	1.47	1	252
12	1.54	1	259.5
12	1.52	1	265.5
12	1.57	1	273
12	1.48	1	280.5
12	1.53	1	288
12	1.64	1	295.5
12	1.83	1	301.5
12	2.03	1	309
12	2.08	1	316.5
12	1.6	1	324
12	1.37	1	331.5
12	1.42	1	337.5
12	1.42	1	345
12	1.42	1	352.5
12	1.51	1	360
12	1.21	1	367.5
12	1.27	1	373.5
12	1.3	1	381
12	1.43	1	388.5
12	1.33	1	396
12	1.92	1	403.5
12	2.13	1	409.5
12	1.42	1	417
12	1.43	1	424.5
12	1.69	1	432
12	1.59	1	439.5
12	1.81	1	445.5
12	1.27	1	453
12	1.4	1	460.5
12	1.42	1	468
12	1.57	1	475.5
12	1.51	1	481.5
12	1.48	1	489
12	1.43	1	496.5
12	1.52	1	504
12	1.84	1	511.5
12	1.68	1	517.5
12	1.36	1	525
12	1.34	1	532.5
12	1.39	1	540
12	1.47	1	547.5
12	1.3	1	553.5
12	1.42	1	561
12	1.51	1	568.5
12	1.48	1	576
12	1.35	1	583.5
12	1.3	1	589.5
12	1.58	1	597
12	1.99	1	604.5
12	1.64	1	612
12	1.38	1	619.5
12	1.37	1	625.5
12	1.43	1	633
12	1.28	1	640.5
12	1.38	1	648
12	1.54	1	655.5
12	1.71	1	661.5
12	1.8	1	669
12	2.1	1	676.5
12	1.93	1	684
12	1.61	1	691.5
12	1.45	1	697.5
12	1.38	1	705
12	1.36	1	712.5
12	1.36	1	720
12	1.38	1	727.5
12	1.4	1	733.5
12	1.81	1	741
12	1.4	1	748.5
12	1.55	1	756
12	1.65	1	763.5
12	2.06	1	769.5
12	2	1	777
12	1.49	1	784.5
12	1.37	1	792
12	1.35	1	799.5
12	1.47	1	805.5
12	1.55	1	813
12	1.49	1	820.5
12	1.4	1	828
12	1.41	1	835.5
12	2.13	1	841.5
12	1.56	1	849
12	1.5	1	856.5
12	1.53	1	864
12	1.47	1	871.5
12	2.1	1	877.5
12	2.02	1	885
12	2.21	1	892.5
12	1.56	1	900
12	1.58	1	907.5
12	1.46	1	913.5
12	1.44	1	921
12	1.5	1	928.5
12	1.59	1	936
12	1.37	1	943.5
12	1.53	1	949.5
12	1.54	1	957
12	1.39	1	964.5
12	1.37	1	972
12	1.54	1	979.5
12	1.49	1	985.5
12	1.35	1	993
12	1.44	1	1000.5
12	1.35	1	1008
12	2.07	1	1015.5
12	2.3	1	1021.5
12	2.43	1	1029
12	1.53	1	1036.5
12	1.74	1	1044
12	1.92	1	1051.5
12	2.33	1	1057.5
12	2.28	1	1065
12	1.78	1	1072.5
12	1.57	1	1080
12	1.36	1	1087.5
12	1.38	1	1093.5
12	1.53	1	1101
12	1.3	1	1108.5
12	1.29	1	1116
12	1.93	1	1123.5
12	2.12	1	1129.5
12	1.64	1	1137
12	1.49	1	1144.5
12	1.35	1	1152
12	1.4	1	1159.5
12	1.31	1	1165.5
12	1.41	1	1173
12	1.55	1	1180.5
12	1.42	1	1188
12	1.49	1	1195.5
12	1.65	1	1201.5
12	1.43	1	1209
12	1.47	1	1216.5
12	1.98	1	1224
12	1.78	1	1231.5
12	1.98	1	1237.5
12	2.1	1	1245
12	1.88	1	1252.5
12	1.96	1	1260
12	1.76	1	1267.5
12	2.42	1	1273.5
12	2.17	1	1281
12	1.64	1	1288.5
12	1.23	1	1296
12	1.16	1	1303.5
12	1.49	1	1309.5
12	1.41	1	1317
12	1.4	1	1324.5
12	1.4	1	1332
12	1.43	1	1339.5
12	1.67	1	1345.5
12	1.55	1	1353
12	1.53	1	1360.5
13	3.68	2	0
13	3.63	2	7.5
13	2.88	2	15
13	2.78	2	21
13	3.19	2	28.5
13	2.86	2	36
13	2.73	2	43.5
13	2.68	2	51
13	3.24	2	57
13	2.63	2	64.5
13	3.46	2	72
13	2.91	2	79.5
13	2.99	2	87
13	2.71	2	93
13	2.66	2	100.5
13	3.1	2	108
13	2.63	2	115.5
13	2.91	2	123
13	2.5	2	129
13	3.05	2	136.5
13	2.54	2	144
13	2.46	2	151.5
13	2.46	2	159
13	3.49	2	165
13	2.65	2	172.5
13	2.73	2	180
13	2.69	2	187.5
13	2.75	2	195
13	2.24	2	201
13	2.96	2	208.5
13	2.9	2	216
13	2.7	2	223.5
13	2.4	2	231
13	2.29	2	237
13	2.58	2	244.5
13	2.87	2	252
13	2.47	2	259.5
13	2.59	2	267
13	3.09	2	273
13	2.49	2	280.5
13	2.43	2	288
13	2.33	2	295.5
13	2.51	2	303
13	2.99	2	309
13	2.44	2	316.5
13	2.53	2	324
13	3.45	2	331.5
13	2.72	2	339
13	2.65	2	345
13	2.71	2	352.5
13	2.53	2	360
13	2.57	2	367.5
13	2.28	2	375
13	3.09	2	381
13	2.39	2	388.5
13	2.52	2	396
13	2.43	2	403.5
13	2.75	2	411
13	2.46	2	417
13	2.91	2	424.5
13	2.33	2	432
13	2.29	2	439.5
13	2.39	2	447
13	2.15	2	453
13	2.98	2	460.5
13	2.6	2	468
13	2.31	2	475.5
13	2.52	2	483
13	2.39	2	489
13	2.2	2	496.5
13	2.35	2	504
13	2.39	2	511.5
13	2.25	2	519
13	2.27	2	525
13	2.08	2	532.5
13	2.16	2	540
13	2.78	2	547.5
13	3.06	2	555
13	2.49	2	561
13	2.23	2	568.5
13	2.19	2	576
13	2.11	2	583.5
13	2.43	2	591
13	3.01	2	597
13	2.69	2	604.5
13	2.31	2	612
13	2.26	2	619.5
13	2.57	2	627
13	2.55	2	633
13	2.22	2	640.5
13	2.22	2	648
13	2.05	2	655.5
13	2.52	2	663
13	2.94	2	669
13	2.54	2	676.5
13	2.39	2	684
13	2.55	2	691.5
13	2.71	2	699
13	2.75	2	705
13	2.2	2	712.5
13	2.08	2	720
13	2.12	2	727.5
13	2.18	2	735
13	2.39	2	741
13	2.31	2	748.5
13	2.64	2	756
13	2.11	2	763.5
13	2.45	2	771
13	2.07	2	777
13	2.21	2	784.5
13	2.84	2	792
13	2.73	2	799.5
13	2.22	2	807
13	2.62	2	813
13	2.01	2	820.5
13	2.05	2	828
13	2.43	2	835.5
13	2.08	2	843
13	2.19	2	849
13	2.01	2	856.5
13	2.06	2	864
13	2.22	2	871.5
13	2.05	2	879
13	2.06	2	885
13	1.9	2	892.5
13	2	2	900
13	2.06	2	907.5
13	2.15	2	915
